Model,Capacity,range(km),maintenance cost per hour,Price(USD)
Airbus A350,350,14800,1666.84,782877358.8
Bombardier CRJ200,50,3000,2561.84,21491715.82
Boeing 777,396,15600,1100.66,745395297.2
Airbus A320,180,6300,2465.83,129147709.8
Airbus A350,350,14800,3944.81,469202947.9
Boeing 777,396,15600,3881.19,409579466.5
Boeing 737,162,5700,4804.77,72876013.98
Boeing 737,162,5700,1677.68,64653905.66
Airbus A350,350,14800,4578.15,406330763.1
Boeing 777,396,15600,2523.83,365647947
Bombardier CRJ200,50,3000,794.15,9147729.89
Cessna 172,4,1285,2063.04,362845.98
Airbus A350,350,14800,598.21,659666787.9
Bombardier CRJ200,50,3000,4715.7,12697996.61
Cessna 172,4,1285,2384.57,442895.9
Boeing 777,396,15600,1391.44,625882789.4
Cessna 172,4,1285,2587.7,179185.81
Airbus A350,350,14800,1013.43,415681668
Bombardier CRJ200,50,3000,1513.93,12317187.31
Bombardier CRJ200,50,3000,2855.26,13461979.6
Airbus A320,180,6300,4370.63,111640845.4
Cessna 172,4,1285,2945.92,329372.74
Airbus A320,180,6300,2562.35,98138123.68
Boeing 777,396,15600,2580.33,537564197
Boeing 777,396,15600,3429.38,796815035.8
Boeing 737,162,5700,4128.82,110618896.1
Boeing 777,396,15600,733.8,371898504.5
Boeing 737,162,5700,1241.18,98091965.17
Airbus A350,350,14800,3905.38,384345274.4
Bombardier CRJ200,50,3000,4458.12,23069754.97
Airbus A320,180,6300,1574.58,95514690.07
Cessna 172,4,1285,2924.16,415594.5
Boeing 777,396,15600,974.63,395854826.2
Bombardier CRJ200,50,3000,3990.25,26385026.46
Airbus A320,180,6300,1416.95,154015210.9
Boeing 737,162,5700,3099.17,61588489.05
Airbus A350,350,14800,4090.61,719698315.4
Airbus A320,180,6300,1210.8,166684783.7
Bombardier CRJ200,50,3000,4069.68,23341517.57
Boeing 737,162,5700,1329.01,116924511.3
Airbus A350,350,14800,3444.32,700608021.2
Boeing 737,162,5700,875.59,68022228.58
Airbus A320,180,6300,4116.22,77736773.29
Airbus A350,350,14800,4928.5,389159048.4
Airbus A320,180,6300,3356.02,76894371.63
Boeing 777,396,15600,1230.05,436771532
Cessna 172,4,1285,3018.9,361741.19
Bombardier CRJ200,50,3000,857.33,13964606.94
Airbus A320,180,6300,1343.35,143425664.2
Airbus A320,180,6300,3696.09,88685656.28
Bombardier CRJ200,50,3000,2620.26,17503662.79
Bombardier CRJ200,50,3000,2723.96,15877476.93
Airbus A350,350,14800,2008.44,484337004.7
Bombardier CRJ200,50,3000,952.87,12735180.78
Cessna 172,4,1285,1138.87,248222.2
Airbus A350,350,14800,3430.16,360315977.1
Airbus A320,180,6300,2085.69,84785493.84
Airbus A320,180,6300,3353.64,93805501.41
Cessna 172,4,1285,3542.8,285281.45
Boeing 777,396,15600,1286.97,502917366.9
Cessna 172,4,1285,1522.31,306663.91
Airbus A320,180,6300,3623.68,122064549.9
Boeing 777,396,15600,1873.9,418012789.4
Airbus A350,350,14800,4420.42,454803151.3
Boeing 737,162,5700,4048.01,105696676.7
Boeing 777,396,15600,3518.3,387988858.9
Boeing 777,396,15600,999.45,618234682.5
Airbus A320,180,6300,2959.92,105287844.8
Airbus A320,180,6300,4895.6,103832362
Boeing 737,162,5700,3829.57,83008468.33
Airbus A350,350,14800,1760.17,610615629.8
Airbus A320,180,6300,3892.83,94645505.01
Boeing 777,396,15600,581.03,360389553.3
Boeing 777,396,15600,4232.28,440757363.9
Bombardier CRJ200,50,3000,4427.39,14020719.36
Airbus A320,180,6300,934.41,92765013.54
Airbus A350,350,14800,555.82,402099656.9
Airbus A350,350,14800,1837.57,436994024.8
Boeing 737,162,5700,3844.37,69490350.85
Boeing 777,396,15600,4515.36,465591503.3
Cessna 172,4,1285,855.36,387357.16
Airbus A350,350,14800,786.38,415575146.3
Airbus A320,180,6300,3195.4,89442684.78
Boeing 737,162,5700,4455.41,66639654.82
Bombardier CRJ200,50,3000,2828.51,20764774.65
Boeing 737,162,5700,3982.46,51842578.98
Cessna 172,4,1285,4516.35,406975.86
Bombardier CRJ200,50,3000,3162.64,21313904.36
Airbus A320,180,6300,1568.45,76432683.43
Airbus A350,350,14800,2694.5,340921037.9
Boeing 777,396,15600,4777.39,399314349.6
Airbus A350,350,14800,3353.47,435426047.1
Bombardier CRJ200,50,3000,1644.76,11336288.82
Boeing 777,396,15600,1130.11,396108288.1
Cessna 172,4,1285,4871.9,286491.19
Cessna 172,4,1285,3248.51,211925.42
Airbus A350,350,14800,1431.47,360804135.9
Airbus A350,350,14800,4111.64,413174971.2
Bombardier CRJ200,50,3000,2807,11881639.65
Boeing 737,162,5700,891.92,78555235.57
Bombardier CRJ200,50,3000,1012.27,26213586.09
Boeing 737,162,5700,2720.96,111927143.9
Boeing 777,396,15600,4967.68,369415907.1
Boeing 777,396,15600,2398.23,553333412.2
Bombardier CRJ200,50,3000,4584.25,10165712.23
Airbus A350,350,14800,4207.06,600347574.8
Airbus A320,180,6300,4195.39,74575542.54
Bombardier CRJ200,50,3000,1659.23,17643243.69
Boeing 777,396,15600,3217.08,386904537
Airbus A320,180,6300,2553.06,71377391.97
Boeing 777,396,15600,1044.61,612085149
Cessna 172,4,1285,860.81,318708.73
Boeing 737,162,5700,4737.77,108556958.3
Boeing 777,396,15600,3171.47,526265044.4
Bombardier CRJ200,50,3000,3362.43,14813021.98
Boeing 737,162,5700,3757.88,78338168.47
Airbus A350,350,14800,4561.04,461627160.6
Boeing 777,396,15600,552.68,401896925.5
Bombardier CRJ200,50,3000,1827.68,17346870.3
Cessna 172,4,1285,1053.51,215685.51
Bombardier CRJ200,50,3000,2044.25,18014042.61
Airbus A350,350,14800,3616.22,698798971.7
Cessna 172,4,1285,3528.35,235083.98
Boeing 737,162,5700,2508.89,59203987.6
Bombardier CRJ200,50,3000,4200.9,11912822.19
Airbus A350,350,14800,1934.9,724507613.7
Airbus A350,350,14800,2170.28,410759898.9
Airbus A350,350,14800,2185.49,480548085.9
Boeing 737,162,5700,2437.38,71345739.57
Airbus A350,350,14800,1195.07,401344548.1
Boeing 737,162,5700,3406.2,59892222.16
Bombardier CRJ200,50,3000,2343.33,15132626.67
Cessna 172,4,1285,3547.04,374646.38
Boeing 737,162,5700,4946.16,59699963.1
Bombardier CRJ200,50,3000,3597.23,16103974.58
Airbus A320,180,6300,2774.55,78247600.78
Bombardier CRJ200,50,3000,2228.93,14361962.07
Airbus A350,350,14800,1220.11,616689451.6
Cessna 172,4,1285,3902.96,225688.33
Airbus A350,350,14800,1022.63,433578336.3
Airbus A350,350,14800,1912.85,415993865.9
Airbus A320,180,6300,4928.06,130011836.2
Airbus A350,350,14800,4825.11,338936604
Boeing 777,396,15600,2936.33,352782688.8
Boeing 737,162,5700,2991.7,67508779.74
Cessna 172,4,1285,2481.99,278261.6
Boeing 737,162,5700,1667.01,62392688.95
Bombardier CRJ200,50,3000,1716.11,16106930.88
Cessna 172,4,1285,3009.69,190776.73
Airbus A350,350,14800,2498.2,381224055.5
Airbus A320,180,6300,2700.04,86988063.28
Airbus A320,180,6300,3292.97,131189278
Bombardier CRJ200,50,3000,2278.12,16489488.16
Boeing 777,396,15600,1524.87,337825585.5
Cessna 172,4,1285,4592.55,236904.81
Airbus A320,180,6300,1087.94,148761870.1
Boeing 777,396,15600,1061.69,658777555.7
Boeing 737,162,5700,4748.19,61114187.97
Airbus A320,180,6300,2582.04,132520706.7
Boeing 777,396,15600,3149.29,664502973.5
Boeing 777,396,15600,1786.03,538413768.9
Airbus A320,180,6300,2800.74,164001157.3
Boeing 737,162,5700,3097.76,65635823.95
Bombardier CRJ200,50,3000,4223.84,18381313.69
Airbus A350,350,14800,3080.88,481759429.8
Boeing 737,162,5700,4342.83,62499748.9
Bombardier CRJ200,50,3000,4311.36,12791719.74
Airbus A350,350,14800,3319.67,525681959
Boeing 777,396,15600,586.02,442273363.5
Bombardier CRJ200,50,3000,3616.4,23265683.24
Airbus A320,180,6300,1847.28,99891783.16
Boeing 737,162,5700,1448.17,68932450.26
Airbus A320,180,6300,539.88,89262803.63
Airbus A320,180,6300,1825.79,88971945.44
Airbus A320,180,6300,3820.41,85067609
Boeing 777,396,15600,3890.43,414753211.1
Airbus A320,180,6300,3463.43,152495876.7
Boeing 777,396,15600,898.72,440127918.8
Boeing 777,396,15600,849.42,682156095
Boeing 737,162,5700,2069.69,97566477.04
Airbus A320,180,6300,4137.06,111799291.1
Airbus A320,180,6300,845.88,80032237.62
Cessna 172,4,1285,4075.32,322825.72
Cessna 172,4,1285,1545.73,197401.86
Boeing 737,162,5700,4115.67,68723549.54
Cessna 172,4,1285,1946.73,209559.31
Airbus A320,180,6300,1517.13,135588438
Cessna 172,4,1285,2110.16,412902.49
Airbus A350,350,14800,1053.14,488602750.9
Boeing 777,396,15600,3136.39,777389385.4
Airbus A350,350,14800,822.99,402367006
Airbus A350,350,14800,4201.41,349512559.4
Boeing 737,162,5700,2986.25,65949985.94
Airbus A350,350,14800,1721.34,466444366.6
Airbus A350,350,14800,1779.23,352803824.2
Cessna 172,4,1285,3868.9,216957.24
Bombardier CRJ200,50,3000,500.61,12613392.5
Boeing 777,396,15600,4277.02,516801131
Boeing 777,396,15600,1610.71,579407949.1
Boeing 737,162,5700,2121.05,66454871.01
Airbus A350,350,14800,4292.2,382092091.5
Airbus A350,350,14800,2452.18,379524171.8
Boeing 737,162,5700,2197.93,65143707.17
Airbus A350,350,14800,2722.16,645139757.9
Airbus A320,180,6300,3347.2,85925786.75
Cessna 172,4,1285,4847.21,259327.1
Airbus A320,180,6300,4778.48,111751733.4
Airbus A350,350,14800,4018.21,548033850.8
Airbus A350,350,14800,716.84,372336156.8
Airbus A350,350,14800,2447.28,615732654
Airbus A320,180,6300,1439.97,74379020.22
Boeing 777,396,15600,3954.05,391705338.3
Boeing 777,396,15600,4199.81,641924213.3
Bombardier CRJ200,50,3000,2625.27,21399718.02
Boeing 777,396,15600,1470.83,550722388.9
Boeing 737,162,5700,1114.7,93364041.18
Boeing 777,396,15600,3823.69,420350480.2
Boeing 777,396,15600,3709.43,462890322.7
Boeing 737,162,5700,4505.97,103211683.1
Airbus A320,180,6300,1001.8,92502229.14
Boeing 777,396,15600,1704.17,388492106.3
Cessna 172,4,1285,2717.89,269432.82
Boeing 777,396,15600,2889.22,730139681.5
Cessna 172,4,1285,4835.75,208083.39
Boeing 737,162,5700,3548.94,87039379.4
Boeing 777,396,15600,2845.83,715905935.7
Airbus A320,180,6300,1064.98,83633447.84
Cessna 172,4,1285,1040.93,289726.15
Boeing 737,162,5700,578.99,64106102.25
Airbus A320,180,6300,2066.43,101358996
Cessna 172,4,1285,506.09,312800.2
Cessna 172,4,1285,4311.77,335070.65
Boeing 777,396,15600,4543.52,715220340.7
Airbus A320,180,6300,2291.02,115245499.6
Bombardier CRJ200,50,3000,795.63,12428332.67
Boeing 777,396,15600,3863.5,518311197.8
Cessna 172,4,1285,760.3,325504.58
Cessna 172,4,1285,4832.46,227376.77
Boeing 737,162,5700,2145.56,73294486.91
Bombardier CRJ200,50,3000,3300.86,11691359.02
Cessna 172,4,1285,3102.34,233322.41
Bombardier CRJ200,50,3000,2246.75,25289252.33
Cessna 172,4,1285,1669.57,308876.54
Bombardier CRJ200,50,3000,2614.95,22243104.82
Airbus A320,180,6300,3684.75,71816599.24
Airbus A350,350,14800,1104.24,450113474.4
Bombardier CRJ200,50,3000,2883.47,26714048.3
Airbus A320,180,6300,843.08,156828268.3
Boeing 737,162,5700,4131.34,85008093.44
Boeing 737,162,5700,697.55,73190853.1
Airbus A350,350,14800,2504.94,384841823.7
Airbus A320,180,6300,4822.82,109524100.6
Airbus A320,180,6300,4781.43,86905911.49
Cessna 172,4,1285,2466.48,330895.58
Bombardier CRJ200,50,3000,828.87,12589258.8
Airbus A320,180,6300,3907.9,125617429.8
Cessna 172,4,1285,2646.05,247409.35
Airbus A350,350,14800,3499.7,518665302.2
Boeing 777,396,15600,3042.88,385134213.8
Cessna 172,4,1285,540.67,239328.61
Boeing 777,396,15600,4667.87,695733978.6
Bombardier CRJ200,50,3000,1947.51,24585508.33
Boeing 777,396,15600,3779.88,699600497.7
Airbus A320,180,6300,2664.01,77842629.21
Cessna 172,4,1285,1033.26,238789.08
Boeing 777,396,15600,4969.65,390375674.8
Airbus A320,180,6300,3924.54,136017169.3
Airbus A350,350,14800,4632.92,405955618.3
Bombardier CRJ200,50,3000,3097.05,11248309.49
Boeing 737,162,5700,3038.33,117780462.9
Cessna 172,4,1285,3454.84,265367.96
Boeing 777,396,15600,1493.84,359654000.3
Boeing 737,162,5700,662.08,60876683.75
Boeing 737,162,5700,4777.07,78665496.34
Bombardier CRJ200,50,3000,2464.76,14027784.18
Airbus A350,350,14800,1771.23,376201843.7
Cessna 172,4,1285,4523.42,209659.87
Bombardier CRJ200,50,3000,4011.64,13187892.51
Boeing 737,162,5700,2738.93,102142210
Cessna 172,4,1285,1992.04,221472.26
Boeing 737,162,5700,1431.84,91989572.74
Airbus A320,180,6300,4148.95,150249270.2
Boeing 737,162,5700,1994.86,67776357.7
Boeing 777,396,15600,1182.18,658589061.4
Bombardier CRJ200,50,3000,2925.93,11466202.85
Cessna 172,4,1285,1075.4,211959.25
Bombardier CRJ200,50,3000,500.05,16663442.09
Bombardier CRJ200,50,3000,4878.85,12116239.04
Boeing 777,396,15600,1868.89,424591377.3
Boeing 737,162,5700,3838.53,56169509.64
Cessna 172,4,1285,2401.83,239219.69
Bombardier CRJ200,50,3000,4175.51,10890242.62
Airbus A350,350,14800,2169.23,350070209.6
Airbus A350,350,14800,3157.87,646415988.8
Bombardier CRJ200,50,3000,853.05,11072238.38
Boeing 737,162,5700,4012.84,69446608.55
Cessna 172,4,1285,4785,227601.61
Boeing 777,396,15600,1834.52,486462546.9
Cessna 172,4,1285,3915.52,410158.55
Airbus A320,180,6300,2161.76,160259480.4
Boeing 777,396,15600,4223.78,384831670.9
Boeing 777,396,15600,4644.48,468954956.7
Airbus A350,350,14800,3780.41,774819147
Bombardier CRJ200,50,3000,1378.58,11329666.78
Bombardier CRJ200,50,3000,2010.25,14118381.46
Cessna 172,4,1285,3771.76,460694.76
Airbus A320,180,6300,4761.91,128443388
Airbus A350,350,14800,4037.93,486749629.5
Boeing 777,396,15600,2229.6,337233054.2
Bombardier CRJ200,50,3000,3671.92,11643887.24
Airbus A320,180,6300,2958.94,116055972.3
Airbus A320,180,6300,3733.04,73186517.42
Airbus A350,350,14800,1306.65,292143990.1
Boeing 777,396,15600,1092.72,494145663.5
Cessna 172,4,1285,1207.73,393056.36
Boeing 777,396,15600,3527.16,733430649.8
Bombardier CRJ200,50,3000,1627.11,13538422.36
Bombardier CRJ200,50,3000,4577.39,12390460.02
Boeing 777,396,15600,3533.09,326961097.5
Bombardier CRJ200,50,3000,1880.49,19606779.3
Boeing 777,396,15600,3295.82,372562495.7
Boeing 777,396,15600,807.59,550270642.8
Airbus A320,180,6300,1785.91,69611669.58
Airbus A350,350,14800,754.64,418327805.7
Bombardier CRJ200,50,3000,4750.02,24163666.33
Airbus A350,350,14800,1395.46,716094147.5
Cessna 172,4,1285,3879.23,378487.24
Airbus A320,180,6300,2444.09,141721068.2
Boeing 737,162,5700,803.76,99196173.45
Cessna 172,4,1285,3820.48,232740.49
Cessna 172,4,1285,2402.28,181720.36
Cessna 172,4,1285,1424,311704.06
Cessna 172,4,1285,1708.4,357734.4
Airbus A320,180,6300,3216.37,85216577.17
Airbus A350,350,14800,840.13,351962698.4
Airbus A320,180,6300,3195.7,134168561.9
Boeing 737,162,5700,3418.27,107029767.4
Boeing 737,162,5700,3679.83,80888943.96
Cessna 172,4,1285,1908.08,310792.64
Cessna 172,4,1285,4760.3,219503.29
Airbus A350,350,14800,1196.73,785697743.3
Bombardier CRJ200,50,3000,1411.85,12486261.48
Boeing 777,396,15600,3655.13,388460664.5
Airbus A320,180,6300,3123.17,137315483.2
Boeing 737,162,5700,2526.14,96008983.08
Bombardier CRJ200,50,3000,1348.43,11671601.74
Boeing 737,162,5700,4896.53,63310263.7
Boeing 737,162,5700,916.81,62353277.67
Airbus A320,180,6300,4615.47,74938328.31
Bombardier CRJ200,50,3000,3755.52,19459311.65
Boeing 777,396,15600,3152.54,429291616.3
Airbus A350,350,14800,3713.24,493514369.9
Bombardier CRJ200,50,3000,1396.72,21812061.8
Airbus A320,180,6300,1718.63,140063446.3
Boeing 737,162,5700,781.37,67788008.65
Airbus A350,350,14800,3527.92,684302605.3
Bombardier CRJ200,50,3000,4781.71,12678369.77
Boeing 737,162,5700,4697.2,69113239.97
Bombardier CRJ200,50,3000,1401.27,21524189.75
Cessna 172,4,1285,2846.52,288502.03
Airbus A320,180,6300,2170.01,124947068
Airbus A320,180,6300,1709.84,96884355.8
Bombardier CRJ200,50,3000,4529.06,11796228.85
Bombardier CRJ200,50,3000,3336.11,18255352.17
Boeing 737,162,5700,3674.57,76104172.64
Boeing 737,162,5700,4713.26,58594543.38
Boeing 737,162,5700,4211.34,85404206.36
Bombardier CRJ200,50,3000,1854.71,12020165.95
Bombardier CRJ200,50,3000,752.79,11479554.19
Airbus A350,350,14800,3448.28,426065301.5
Airbus A320,180,6300,1217.72,84554271.36
Cessna 172,4,1285,4163.57,220968.34
Bombardier CRJ200,50,3000,996.94,18515250.87
Cessna 172,4,1285,2817.53,352912.07
Boeing 777,396,15600,2105.99,416738869.4
Airbus A320,180,6300,1885.08,161992556.4
Airbus A320,180,6300,4787.67,104324767.7
Boeing 777,396,15600,4735.04,309345678.2
Cessna 172,4,1285,961.56,217445.69
Bombardier CRJ200,50,3000,1372.38,21324392.33
Airbus A350,350,14800,3546.23,387957311
Bombardier CRJ200,50,3000,2476.45,25103233.3
Cessna 172,4,1285,1221.64,243618.61
Airbus A350,350,14800,1533.19,446308216.7
Boeing 777,396,15600,1243.78,541107975
Cessna 172,4,1285,2817.2,345326.77
Airbus A320,180,6300,875.99,75712542.82
Airbus A320,180,6300,974.05,98638701.91
Cessna 172,4,1285,2836.51,243225.21
Cessna 172,4,1285,1487.99,322611.36
Airbus A350,350,14800,3273.35,313267724.4
Airbus A320,180,6300,2934.07,71265155.05
Boeing 737,162,5700,3659.66,65426679.26
Boeing 737,162,5700,4417.37,104109079.2
Airbus A320,180,6300,2896.27,71109143.97
Airbus A350,350,14800,2017.43,763649717.2
Cessna 172,4,1285,3614.33,232046.62
Airbus A320,180,6300,1419.42,134679324.2
Bombardier CRJ200,50,3000,2386.72,25602540.86
Airbus A350,350,14800,3327.92,330916132.9
Boeing 777,396,15600,1639.73,408738364.6
Airbus A320,180,6300,4262.53,92141549.6
Airbus A350,350,14800,4294.97,413139858.8
Cessna 172,4,1285,2530.82,200330.59
Airbus A320,180,6300,4347.38,121114022.1
Boeing 777,396,15600,2245.22,489868429.3
Cessna 172,4,1285,4557.98,445118.37
Boeing 777,396,15600,4856.3,308248794.1
Cessna 172,4,1285,3417.43,363807.83
Boeing 737,162,5700,2450.63,89300425.88
Airbus A320,180,6300,3015.77,88058515.58
Airbus A350,350,14800,2176.4,328023247.3
Airbus A320,180,6300,2163.08,85390336.97
Boeing 777,396,15600,3689.45,753089204.9
Cessna 172,4,1285,1479.5,276402.06
Airbus A320,180,6300,4120.23,78309748.42
Airbus A320,180,6300,2967.89,101610731.3
Airbus A320,180,6300,4018.82,136448572.1
Bombardier CRJ200,50,3000,4113.51,25139577.15
Boeing 777,396,15600,3292.13,552285308.9
Bombardier CRJ200,50,3000,1264.46,18898334.76
Airbus A320,180,6300,4587.03,95108870.29
Airbus A320,180,6300,3187.2,130961686.2
Airbus A320,180,6300,3345.76,140608745.1
Boeing 737,162,5700,2632.65,92929061.44
Boeing 737,162,5700,1912.22,116270310.2
Boeing 737,162,5700,1467.11,83897666.84
Bombardier CRJ200,50,3000,1345.64,13164499.69
Bombardier CRJ200,50,3000,3632.7,12691781.45
Airbus A320,180,6300,4083.09,134841044.6
Boeing 777,396,15600,3615.62,404412802.2
Bombardier CRJ200,50,3000,1960.3,24976379.66
Airbus A350,350,14800,1359.17,763542371.7
Boeing 737,162,5700,1690.86,54783906.08
Cessna 172,4,1285,4167.23,262430.9
Boeing 737,162,5700,897.73,107445199.3
Boeing 777,396,15600,2157.56,674830831.9
Boeing 737,162,5700,675.41,83506066.25
Bombardier CRJ200,50,3000,1953.62,15880980.85
Boeing 737,162,5700,4554.32,68104156.36
Airbus A320,180,6300,4214.37,82038070.72
Cessna 172,4,1285,802.65,289417.61
Boeing 777,396,15600,4995.02,427669264.9
Boeing 737,162,5700,4361.1,80815722.15
Airbus A350,350,14800,1586.73,575277580.5
Bombardier CRJ200,50,3000,600.92,11780272.83
Bombardier CRJ200,50,3000,4026.82,13381233.32
Bombardier CRJ200,50,3000,1544.08,10490495.32
Airbus A350,350,14800,3939.59,479530344.1
Cessna 172,4,1285,3035.28,350783.39
Bombardier CRJ200,50,3000,4389.95,12249952.06
Airbus A320,180,6300,3905.29,78548156.28
Airbus A350,350,14800,3683.29,750580350.9
Cessna 172,4,1285,4676.82,183798.03
Boeing 737,162,5700,2038.57,67429181.67
Bombardier CRJ200,50,3000,3169.21,22607537.27
Boeing 777,396,15600,2546.44,355480667.4
Bombardier CRJ200,50,3000,4737.61,13864108.56
Cessna 172,4,1285,2751.62,461220.35
Airbus A320,180,6300,1738.8,95982590.84
Airbus A320,180,6300,3361.73,145678072.8
Bombardier CRJ200,50,3000,2548.27,14096158.94
Boeing 777,396,15600,4268.15,459371234.3
Airbus A320,180,6300,4271.7,146290606.8
Bombardier CRJ200,50,3000,4824.14,14793712.18
Airbus A350,350,14800,1191.61,361273314.9
Bombardier CRJ200,50,3000,1746.56,14194736.91
Bombardier CRJ200,50,3000,2097.16,16210328.73
Boeing 737,162,5700,642.85,87988393.53
Boeing 737,162,5700,4464.38,65685410.38
Cessna 172,4,1285,3465.7,408878.16
Boeing 777,396,15600,1789.34,365602749.7
Boeing 777,396,15600,4987.57,570704629.3
Airbus A320,180,6300,4880.22,98355397.08
Airbus A350,350,14800,4313.25,480201002.3
Bombardier CRJ200,50,3000,4889.04,20834469.22
Airbus A350,350,14800,4336.46,364652013.7
Boeing 777,396,15600,819.66,367898278.4
Boeing 737,162,5700,1532.15,60342876.83
Airbus A320,180,6300,1253.71,94399391.36
